premise,hypothesis,label,P-Verbal,P-Non-verbal,P-Analytic,P-Synthetic,P-Clausal,P-Sub-clausal,P-Ordinary,P-Meta-linguistic,Unnamed: 13,H-Verbal,H-Non-verbal,H-Analytic,H-Synthetic,H-Clausal,H-Sub-clausal,H-Ordinary,H-Meta-linguistic,Unnamed: 22,Construction,Construction Subtype,Indefinite quantifier change,Negator addition or deletion,Negator position change,Clause or sub-clause deletion,Negator token change,Comparative quantifier change,Focus particle change,Lexical change,Numerical quantifier change,Syntactical changes,Quantification
"Not for the first time, she felt utterly betrayed.",She did not feel utterly betrayed for the twentieth time.,neutral,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + pp,not for the first time,0,0,1,0,0,0,0,0,1,0,1
"Not for the first time, she felt utterly betrayed.",She had not felt utterly betrayed before.,contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + pp,not for the first time,0,0,1,0,0,0,0,1,0,0,1
"Not for the first time, she felt utterly betrayed.",She had felt utterly betrayed before.,entailment,0,1,1,0,0,1,1,0,,,,,,,,,,,not + pp,not for the first time,0,1,0,0,0,0,0,1,0,0,1
"Not for the first time, she felt utterly betrayed.",She did not feel utterly betrayed.,contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + pp,not for the first time,0,0,1,1,0,0,0,0,0,0,1
"Not for the first time, she felt utterly betrayed.",She felt utterly betrayed for the first time.,contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not + pp,not for the first time,0,1,0,0,0,0,0,0,0,0,1
"Not for the first time, she felt utterly betrayed.",She felt utterly betrayed for the second time.,neutral,0,1,1,0,0,1,1,0,,,,,,,,,,,not + pp,not for the first time,0,1,0,0,0,0,0,0,1,0,1
"Not for the first time, she felt utterly betrayed.",She felt utterly betrayed for the twentieth time.,neutral,0,1,1,0,0,1,1,0,,,,,,,,,,,not + pp,not for the first time,0,1,0,0,0,0,0,0,1,0,1
"Not for the first time, she felt utterly betrayed.",It was not the first time that she felt utterly betrayed.,entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + pp,not for the first time,0,0,0,0,0,0,0,0,0,1,1
"Not an accomplished dancer, he moved rather clumsily.","Though not an accomplished dancer, he did not move clumsily.",contradiction,0,1,1,0,0,1,1,0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,1,0,0,0,0,0,0,0,0,0
"Not an accomplished dancer, he moved rather clumsily.","Being an accomplished dancer, he did not move clumsily.",contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,0,1,0,0,0,0,0,0,0,0
"Not an accomplished dancer, he moved rather clumsily.","Though being an accomplished dancer, he moved rather clumsily.",contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in verbless clause,someone not afraid of taking risks,0,1,0,0,0,0,0,0,0,0,0
"Not an accomplished dancer, he moved rather clumsily.",He moved rather clumsily because he was not an accomplished dancer.,entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,0,0,0,0,0,0,0,0,1,0
"Not under any illusions about the matter, he continued to be cautious.","Under some illusions about the matter, he did not continue to be cautious.",contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,1,0,1,0,0,0,0,0,0,0,0
"Not under any illusions about the matter, he continued to be cautious.","Under some illusions about the matter, he continued to be cautious.",contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in verbless clause,someone not afraid of taking risks,1,1,0,0,0,0,0,0,0,0,0
"Not under any illusions about the matter, he continued to be cautious.","Though not under any illusions about the matter, he did not continue to be cautious.",contradiction,0,1,1,0,0,1,1,0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,1,0,0,0,0,0,0,0,0,0
"Not under any illusions about the matter, he continued to be cautious.",He continued to be cautious because he was not under any illusions about the matter.,entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,0,0,0,0,0,0,0,0,1,0
"Not under any illusions about the matter, he continued to be cautious.",He continued to be cautious.,entailment,0,1,1,0,0,1,1,0,,,,,,,,,,,not in verbless clause,someone not afraid of taking risks,0,1,0,1,0,0,0,0,0,0,0
"Not under any illusions about the matter, he continued to be cautious.",He didn't continue to be cautious.,contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,0,1,0,0,0,0,0,0,0,0
We need someone not afraid of taking risks.,We do not need someone afraid of taking risks.,entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,0,1,0,0,0,0,0,0,0,0
We need someone not afraid of taking risks.,We do not need someone not afraid of taking risks.,contradiction,0,1,1,0,0,1,1,0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,not in verbless clause,someone not afraid of taking risks,0,1,0,0,0,0,0,0,0,0,0
We need someone not afraid of taking risks.,We need someone afraid of taking risks.,contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in verbless clause,someone not afraid of taking risks,0,1,0,0,0,0,0,0,0,0,0
"There are spare blankets in here, not that you'll have any need of them.","There are no spare blankets in here, not that you'll have any need of them.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,not in implicit proposition,not that,0,1,0,0,0,0,0,0,0,0,0
"There are spare blankets in here, not that you'll have any need of them.","There are no spare blankets in here, you'll need them.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,not in implicit proposition,not that,0,0,1,1,1,0,0,0,0,0,0
"There are spare blankets in here, not that you'll have any need of them.","There are spare blankets in here, you will not have any need of them.",entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in implicit proposition,not that,0,0,1,0,0,0,0,0,0,0,0
"There are spare blankets in here, not that you'll have any need of them.","There are spare blankets in here, you'll need them.",contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in implicit proposition,not that,0,1,0,1,0,0,0,0,0,0,0
"They are now leaving not on Friday, but on Saturday.","They are now leaving on Friday, not on Saturday.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"They are now leaving not on Friday, but on Saturday.",They are now leaving on Saturday instead of Friday.,entailment,0,1,1,0,0,1,1,0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,1,0,0,0,0,0,0,0,0,0
"They are now leaving not on Friday, but on Saturday.","They are now leaving not on Saturday, but on Friday.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"They are now leaving not on Friday, but on Saturday.",They are now leaving on Saturday.,entailment,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,1,0,0,0,0,0,0,0
"They are now leaving not on Friday, but on Saturday.",They are now not leaving on Saturday.,contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,0,1,0,0,0,0,0,0,0
"They are now leaving not on Friday, but on Saturday.",They are now leaving on Friday.,contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,1,0,0,0,0,0,0,0
"They are now leaving on Saturday, not on Friday.","They are now leaving not on Saturday, but on Friday.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"They are now leaving on Saturday, not on Friday.",They are now leaving on Saturday instead of Friday.,entailment,0,1,1,0,0,1,1,0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,1,0,0,0,0,0,0,0,0,0
"They are now leaving on Saturday, not on Friday.","They are now leaving not on Friday, but on Saturday.",entailment,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"They are now leaving on Saturday, not on Friday.",They are now leaving on Saturday.,entailment,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,1,0,0,0,0,0,0,0
"They are now leaving on Saturday, not on Friday.",They are now not leaving on Saturday.,contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,1,0,0,0,0,0,0,0
"They are now leaving on Saturday, not on Friday.",They are now not leaving on Friday.,entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,1,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.","They've invited you and your brother, and me.",contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,0,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.","They've invited not you and your brother, but me.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.","They've invited not you and your brother, nor me.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.",They've invited me.,contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,1,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.",They've invited you.,entailment,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,1,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.",They've invited your brother.,entailment,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,1,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.",They have not invited me.,entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,1,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.",They have not invited your brother.,contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,1,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.",They have not invited you.,contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,1,0,0,0,0,0,0,0
"They've invited you and your brother, but not me.","They've invited you and me, but not your brother.",contradiction,0,1,1,0,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air.","The night turned cold under a sky with stars that twinkled, not shone, in the diamond-clear air.",contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air.","The night turned cold under a sky with stars that did not twinkle, but shone, in the diamond-clear air.",entailment,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,0,0,0,0,0,0,0,1,0
"The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air.","The night turned cold under a sky with stars that did not shine, but twinkled, in the diamond-clear air.",contradiction,0,1,1,0,0,1,1,0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,not in coordination,"not on Friday, but on Saturday",0,0,1,0,0,0,0,0,0,0,0
"The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air.",The night turned cold under a sky with stars that shone and twinkled in the diamond-clear air.,contradiction,0,1,1,0,0,1,1,0,,,,,,,,,,,not in coordination,"not on Friday, but on Saturday",0,1,0,0,0,0,0,0,0,0,0
She rarely goes out these days.,She doesn't go out often these days.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
She rarely goes out these days.,She never goes out these days.,contradiction,0,1,0,1,0,1,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,0,0,0,0,0,0,0,0,0,1
She rarely goes out these days.,She doesn't go out these days.,contradiction,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
She rarely goes out these days.,"She goes out these days, but not often.",entailment,0,1,0,1,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
This phone hardly lags.,This phone never lags.,contradiction,0,1,0,1,0,1,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,0,0,0,0,0,0,0,0,0,1
This phone hardly lags.,This phone does not lag.,contradiction,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
This phone hardly lags.,This phone does not lag often.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
This phone hardly lags.,"This phone lags, but not often.",entailment,0,1,0,1,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
Little of the liquid spilled.,Not much of the liquid spilled.,entailment,0,1,0,1,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
Little of the liquid spilled.,None of the liquid spilled.,contradiction,0,1,0,1,0,1,1,0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,approximate negator,rarely,1,0,0,0,0,0,0,0,0,0,1
Little of the liquid spilled.,Lots of the liquid spilled.,contradiction,0,1,0,1,0,1,1,0,,,,,,,,,,,approximate negator,rarely,1,0,0,0,0,0,0,0,0,0,1
Little of the liquid spilled.,"The liquid spilled, but not much.",entailment,0,1,0,1,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
One seldom sees such birds.,One doesn't often see such birds.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
One seldom sees such birds.,One doesn't see such birds.,contradiction,0,1,0,1,0,1,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
One seldom sees such birds.,"One sees such birds, but not often.",entailment,0,1,0,1,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,approximate negator,rarely,1,1,0,0,0,0,0,0,0,0,1
One seldom sees such birds.,One never sees such birds.,contradiction,0,1,0,1,0,1,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,approximate negator,rarely,1,0,0,0,0,0,0,0,0,0,1
None of them supported her.,Few of them supported her.,contradiction,0,1,0,1,0,1,1,0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,absolute negator,never,1,0,0,0,0,0,0,0,0,0,1
None of them supported her.,Not one of them supported her.,entailment,0,1,0,1,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
None of them supported her.,One of them supported her.,contradiction,0,1,0,1,0,1,1,0,,,,,,,,,,,absolute negator,never,1,0,0,0,0,0,0,0,1,0,1
None of them supported her.,One of them did not support her.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
None of them supported her.,Two of them supported her.,contradiction,0,1,0,1,0,1,1,0,,,,,,,,,,,absolute negator,never,1,0,0,0,0,0,0,0,1,0,1
None of them supported her.,Two of them did not support her.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
None of them supported her.,Twenty of them supported her.,contradiction,0,1,0,1,0,1,1,0,,,,,,,,,,,absolute negator,never,1,0,0,0,0,0,0,0,1,0,1
None of them supported her.,Twenty of them did not support her.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
You can not answer their letters: you're not legally required to respond.,You can answer their letters.,neutral,1,0,1,0,1,0,1,0,,,,,,,,,,,not + auxillary,can not,0,1,0,1,0,0,0,0,0,0,0
You can not answer their letters.,You don't have to answer their letters.,entailment,1,0,1,0,1,0,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
They must not read it.,It is required that they not read it.,entailment,1,0,1,0,1,0,1,0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
They must not read it.,They need not read it.,neutral,1,0,1,0,1,0,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
They must not read it.,They should not read it.,entailment,1,0,1,0,1,0,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
We were friends at no time.,We were friends in no time.,contradiction,0,1,0,1,0,1,1,0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
We were friends at no time.,We were not friends.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,1,1,0,0,0,0,0,0,0
I can't stop reading this book.,I am not reading this book.,contradiction,1,0,0,1,1,0,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,can not,0,0,0,0,0,0,0,1,0,0,0
I can't stop reading this book.,I am reading this book.,entailment,1,0,0,1,1,0,1,0,,,,,,,,,,,not + auxillary,can not,0,1,0,0,0,0,0,1,0,0,0
